32
0.009806169	0.239019569	0.644607503	0.430285655	0.022917531	0.004502394	0.001022945	0.028478544	0.013989915	0.02478759	0.289516448	0.498136144	0.36693773	0.345455694	0.373181458	0.43362442	0.741292064	0.618519332	0.737288136	0.706422018	0.76	0.340206186	0.270393831	0.360821462	0.530824863	0.836625989	0.080904046	0.581297034	0.164179104	0.38919167	0.864078872	0.085298704
0	1	0.619708301	0.053199259	1	0.084886531	0.054088034	0.084369665	0.229091081	0.083207395	0.533812502	1	0.216191693	0.323060248	0.918263389	1	0.419663175	0	0.449152542	0.52293578	0.384	0.597938144	0.492744335	0.002195154	0.756394492	0.521486774	1	0.511286275	0.567164179	0.630810788	0.514764093	0.319784502
0.005085574	0.591897962	0.704863703	0.046858819	0.31234015	0.03111327	0.011670495	0.67955685	0.103954372	0.593604271	0.497740984	0.567506584	0.347518806	0.469465404	0.489633227	0.234718227	0.522927067	0.616753541	0.601694915	0.568807339	0.624	0.494845361	0.292010789	0.253594655	0.532214291	0.816208985	0.528832338	0.311184806	0.417910448	0.498727003	0.705348548	0.191968775
0.005709833	0.35103677	0.766726439	0.257433985	0.033359973	0.005755801	0.004307541	0.079450331	0.030586623	0.062087552	0.325156808	0.504223874	0.355126598	0.308117734	0.269238682	0.311070751	0.760714926	0.698764814	0.754237288	0.724770642	0.776	0.340206186	0.248353864	0.339469595	0.539312614	0.940126567	0.22361365	0.424992333	0.134328358	0.359968185	0.787465516	0.17458269
0.024669558	0.570531036	0.485371184	0.10692998	0.053892205	0.253140879	0.034567783	0.984605309	0.195267039	0.765698464	0.468842891	0.659744346	0.322419447	0.507891089	0.899403172	0.418255452	0.399524602	0.41450944	0.525423729	0.504587156	0.536	0.731958763	0.224018761	0.219231793	0.660970485	0.584580801	0.491024741	0.403024252	0.791044776	0	0.531287081	0.593878895
0.004646546	0.689976829	0.804857589	0.059267609	0.056759648	0.041238995	0.009125104	0.417097808	0.103221101	0.396716708	0.357652669	0.506409755	0.317550353	0.556620595	0.898462547	0.728096405	0.521296646	0.335145174	0.610169492	0.596330275	0.616	0.381443299	0.386369102	0.279025605	0.601852924	0.709088563	0.331766937	0.176269238	0.28358209	0.167452242	0.78910673	0.261599593
0.078911595	0.272804774	0.789376972	0.14736253	0.008627716	0.046191802	0.001924316	0.246124921	0.072166074	0.210807685	0.264012993	0.444761067	0.05272748	0.060849594	0.796574209	0.64066183	0.742115206	0.68326081	0.872881356	0.862385321	0.872	0.381443299	0.252154476	0.397039587	0.571104922	0.764417052	0.049828389	0.350020608	0.268656716	0.017451264	0.821428828	0.298674516
0.043924034	0.300607976	0.692847999	0.316989473	0.012855383	0.037861865	0.001496966	0.109795018	0.046343179	0.098512128	0.268709504	0.456570374	0.367155469	0.257962216	0.713920843	0.466481428	0.686037532	0.61382057	0.754237288	0.752293578	0.752	0.391752577	0.21837617	0.323117662	0.509009333	0.816549556	0.342913116	0.492628484	0.208955224	0.483333725	0.828382637	0.077282818
1	0	0.089560037	1	0.009687033	0.051990094	0.004140731	0.217344013	0.079539282	0.173419565	0.036583094	0	0.781754561	1	1	0.306967679	0.617335687	0.549537318	0.63559322	0.642201835	0.632	0	1	1	0	0	0.008896905	0.946567479	0.253731343	0.260020475	0	1
0.032946732	0.348223698	0.739163161	0.239715576	0.011982549	0.027903652	0.003406221	0.166832242	0.079737576	0.389070567	0.096762084	0.295037336	0.085623635	0.154685348	0.450171643	0.358067248	0.766702834	1	0.983050847	0.972477064	0.992	0.309278351	0.288401965	0.380497915	0.405449501	0.919243238	0.232296628	0.33060925	0.119402985	0.503142826	0.76027594	0.135570921
0.016001422	0.434064163	0.561408308	0.475625549	0.007497072	0.038845894	0.003181659	0.131995248	0.033379401	0.112022288	0.449923373	0.572028395	0.384966138	0.57732541	0.995420249	0.461669502	0.503890984	0.3283305	0.533898305	0.495412844	0.552	0.505154639	0.197291594	0.246625002	0.600252691	0.696892498	0.239567197	0.676573118	0.358208955	0.174654413	0.792266466	0.255156089
