15
-10.0176 -7.01567 -4.42728 -4.99726 12.7059 14.1709 2.93535 11.9458 1.9159 -6.72307 -4.81422 -2.66887 -8.22999 -4.98684 -4.38161 0
-5.85972 -11.652 -3.82098 -6.92724 3.98998 14.0678 -0.0454973 13.357 1.76987 -13.904 -3.57559 2.06266 12.45 -4.95254 -8.31981 0
-12.3675 3.37829 1.02343 -6.77634 12.8797 13.6699 2.92525 3.77563 1.58911 13.2946 -11.1947 1.37593 11.5753 -6.55836 -3.33692 0
-7.66343 -3.89057 -1.76673 10.4523 13.2523 6.88043 4.04388 9.50824 2.55711 5.60725 -5.59197 -3.25297 -1.23294 -3.37401 -4.02793 0
-21.3019 -6.90225 -6.17288 -5.19136 5.15873 6.76605 6.19723 5.43963 -0.284761 -5.52201 -7.02405 0.583059 -2.38196 -4.54607 -4.27009 0
-0.156867 -2.65379 2.81407 -10.7402 6.32083 6.80212 -1.13546 5.39845 1.66362 -7.11359 -8.70808 -4.60381 7.28079 -6.05346 -9.67259 0
-3.75233 -8.84917 -17.5397 -3.65534 8.80887 7.50782 10.6422 3.12968 -2.54924 -12.0539 -5.42514 -1.68233 8.78305 -6.25365 -3.25066 0
5.47941 -7.06229 11.9684 -6.93849 4.68143 9.59599 3.28306 12.9302 -4.40506 -1.61439 -5.23942 -3.48587 -3.7119 -6.28827 -3.67364 0
-3.80844 -2.38591 -10.1425 -6.50019 -2.67385 9.09301 9.25925 2.06963 0.625213 -16.6737 -6.72062 0.549284 7.82397 -4.98902 -7.2907 0
-5.17585 -4.20502 -1.31817 -9.31269 -0.534147 11.067 8.31075 2.22408 3.54366 9.10363 -8.70285 -2.67966 10.4454 -3.092 -4.28341 0
-7.06019 -5.74704 -0.193839 -1.65764 3.45933 11.3804 1.128 12.4528 -2.51323 -5.2611 -4.53105 -2.4174 7.02865 -3.52549 -2.44528 0
-8.8551 -6.74843 -2.946 -5.0067 3.60639 13.122 10.1468 4.81409 -0.479808 -10.0884 -3.86643 -0.226145 5.74482 -2.82804 -1.40974 0
3.43068 -8.67707 -1.19702 -10.5405 15.6109 9.67956 3.69859 21.9665 0.936602 11.2563 -2.64985 -2.73029 5.32019 -10.6646 -5.59625 0
-8.65016 4.7804 -5.85084 -5.25153 7.01719 6.95005 7.46398 5.0006 4.9533 5.22842 -5.49164 -2.14115 19.1892 -7.627 -9.33918 0
-2.3735 -2.22885 -0.992469 4.12345 4.17496 9.49418 -4.36483 -4.88393 -2.5844 -18.3623 -8.59782 -3.01446 7.48914 -4.87221 -2.09866 0
-16.2679 -3.82803 -3.00325 13.9744 8.31277 9.22843 9.21808 9.96883 1.81043 11.9769 -4.7849 -5.56168 13.2457 -8.08225 -5.39469 0
-12.6385 -7.02037 -0.0751183 1.22381 7.92278 8.95141 -0.639241 22.6177 0.89414 -6.72199 -3.20325 1.05623 -2.80014 -5.67321 -5.67483 0
-9.16181 0.887712 -4.53396 -3.20328 6.76247 10.6083 11.5096 -3.59017 2.56318 2.92496 -8.49228 -4.72876 -3.75529 -8.30086 -8.65719 0
-8.703 -7.28512 -3.17172 -3.35284 14.6386 6.69128 -1.37492 6.00168 0.258787 -7.64091 -6.30006 -1.68718 5.62852 -3.86823 -7.62846 0
-11.1417 -7.45378 -0.661622 -7.98801 5.32873 8.53481 3.62369 9.57784 -3.32453 -10.2522 -1.25965 -8.31339 1.36834 -8.32648 -1.53242 0
-6.56342 6.13851 -3.38057 2.91472 7.14029 7.52582 12.8693 -0.634586 0.438962 -0.55757 -13.4274 -5.37447 9.58684 -6.60448 -7.60565 0
-8.08186 -2.84829 -6.23582 0.193163 8.00154 5.69626 8.29617 6.77583 3.10313 -2.26811 -3.22655 2.44074 7.04662 -5.93431 -6.74365 0
-5.37002 4.80448 -2.14569 -11.3602 6.95437 12.3754 5.35101 15.0505 3.8457 -12.1155 -7.32239 -2.57625 -4.62733 -4.70617 -3.17127 0
-12.6969 4.06847 -0.173828 4.63253 4.62458 2.92771 7.71306 8.78886 -1.07058 -1.17983 -8.83914 1.7733 12.2566 -5.7019 -3.14081 0
-20.8141 1.28005 1.61832 0.615883 4.51926 9.89918 -2.5377 8.32747 -4.21861 0.390226 -5.20242 -2.00952 8.37122 -9.92198 -1.80551 0
-1.90333 5.76668 0.386223 -11.1568 9.94039 8.51219 -2.94286 -8.16634 3.43365 -7.30498 -1.91146 0.924457 2.29506 -4.7324 -7.7095 0
-17.9346 -7.02285 -6.98945 -1.92876 7.10089 10.1385 8.7604 12.5366 0.661214 -12.7784 -6.23009 -0.998582 -2.54006 -6.62161 -4.3776 0
