15
6.07929 9.69172 -0.134812 0.123302 -0.851259 -7.42913 7.10171 12.5207 -12.3729 3.94202 9.70341 12.3231 10.6368 -2.66002 -7.93382 0
10.9202 3.27877 11.314 -2.74995 1.53374 -4.76335 -1.54199 16.7794 5.14446 3.05328 16.9079 8.03035 -6.20107 -3.07284 -6.8237 0
12.106 11.4963 -0.394883 0.379633 -1.91224 -10.26 1.00473 1.13031 -9.31203 6.88004 6.33265 12.5445 2.05516 -3.71146 -10.8843 0
9.28769 10.8121 7.31678 1.44448 -0.951204 -6.58527 -2.03902 15.1305 3.16535 5.80212 13.1384 10.7552 0.269504 -1.63418 -10.0276 0
10.2079 8.06376 7.52546 0.191354 -1.42122 -10.4806 2.97027 -4.26327 -2.48676 5.48356 13.4317 1.9957 -3.36775 -7.51203 -8.82653 0
8.4008 12.2948 4.16148 -3.9706 1.75343 -9.52948 6.63915 2.08433 -5.31478 9.29684 7.43824 10.851 2.37509 0.626205 -6.45417 0
6.74674 1.88204 1.85897 -3.9792 -0.917881 -6.90291 14.528 15.6464 0.951419 12.7948 18.4509 3.18041 8.30281 -5.54718 -6.75377 0
1.22016 11.6601 -1.85102 2.66989 0.304975 -9.34867 4.24333 31.8135 2.18856 4.77253 6.48597 8.44066 -2.8534 1.30329 -6.30624 0
9.47272 10.0456 9.54431 -1.48557 -0.204799 -6.26895 -5.48835 13.1538 2.38776 9.69393 16.5544 8.99466 6.3459 -6.97481 -9.03814 0
18.3566 11.5043 4.12675 -1.17283 -0.808573 -10.2725 3.85939 10.0204 14.2769 12.3156 15.1736 9.9224 1.64878 0.0576318 -9.82402 0
15.0165 8.81874 6.70762 -2.25556 -3.14228 -7.11453 4.3827 4.76644 -5.3632 6.99846 7.04207 3.70183 -3.85674 -12.0737 -8.57369 0
3.35652 -3.03543 6.74119 3.43278 -2.55263 -10.0624 -6.28596 11.4514 6.35361 4.02855 7.37099 10.4898 1.58062 -1.91542 -9.95553 0
4.98264 12.9497 8.13866 0.325716 -2.53429 -6.81707 -0.166016 14.808 8.03923 3.55436 7.8834 10.1044 -4.00968 0.949388 -9.323 0
1.86643 9.44267 6.07766 -1.07236 -2.68128 -12.5419 4.16372 18.2081 3.37493 11.7966 7.54773 12.1608 2.28709 2.17284 -7.00641 0
9.52161 13.5818 3.65541 2.33005 -0.313671 -9.72266 12.4392 3.19242 -2.99827 8.90998 14.5477 9.59831 1.37593 -1.91945 -8.49466 0
3.65537 18.1954 0.409912 0.281489 -1.97114 -7.65094 -0.782736 8.14793 5.59029 9.04018 4.49915 13.7296 0.494019 -3.67411 -12.3816 0
12.7819 -2.46366 -2.85892 0.652274 -2.11325 -12.8718 6.66751 22.482 -3.68526 10.1895 10.0708 7.63677 13.0192 -2.139 -10.2967 0
-0.208767 10.857 4.74926 -3.92842 0.150184 -7.1895 1.02509 8.09789 7.42201 14.9333 16.8348 14.3069 4.75589 3.68692 -11.235 0
14.5643 7.91415 -2.18025 0.0922681 -3.2681 -10.6262 3.37089 13.3814 10.3939 -4.73404 6.02614 10.3398 -5.91739 -4.17144 -11.1269 0
5.1977 11.3737 1.82266 2.02774 -1.07467 -6.62769 -0.556073 7.51547 7.06822 0.504528 13.332 11.7361 2.97664 1.83083 -10.8505 0
14.7528 5.78 6.19631 -2.99651 -0.124916 -12.4072 -1.71601 7.84493 2.56083 -2.47676 12.4565 12.9572 -6.34196 -0.5934 -7.71799 0
10.0588 6.45603 1.98412 4.70662 -0.941491 -9.68745 -2.02709 10.5341 -8.41422 6.80083 11.6393 4.21442 -1.52513 1.65806 -8.86258 0
21.674 -3.89051 -0.881957 6.98867 1.69315 -8.8337 13.7438 8.10021 13.6141 5.38904 9.51653 13.5061 11.0933 2.5677 -14.0617 0
3.85141 5.58534 2.88623 1.2615 -0.32403 -6.72129 2.86899 10.1739 -0.735134 12.1533 14.2352 6.16027 -8.62352 -7.85959 -6.13941 0
0.353609 9.25242 9.52516 -0.151506 -0.218078 -12.2245 8.44253 10.648 4.71085 5.27832 5.6068 9.61248 6.45042 -5.16836 -8.48077 0
10.4424 6.68527 -0.0613342 -1.92783 0.148655 -7.39898 -11.7054 20.4132 7.96412 11.0433 9.413 8.325 7.26022 -3.88327 -6.15679 0
17.7078 8.79494 2.85101 -2.51178 -0.876425 -8.80214 12.6678 -0.523052 -7.44811 10.3227 10.2044 10.9067 -3.08261 -3.23511 -10.3768 0
7.43914 17.345 3.52761 -1.47735 -2.86781 -12.0909 -0.194621 15.2346 -10.5262 9.10861 16.1725 10.8383 4.33814 0.135559 -8.81102 0
4.55487 10.7678 4.16733 -0.424641 0.322139 -7.07521 8.00449 8.83142 -13.0869 10.0396 10.4721 4.20382 3.70347 1.51131 -10.8103 0
