-6.84826 -11.981 1.95802 5.43854 -13.559 4.5676 -9.04878 0.0309222 4.94756 8.79784 20.7355 4.53623 1.141 -3.76766 -3.18689 0
-10.7531 -23.2246 5.93826 2.15933 -8.18503 -6.38885 1.3973 -0.866738 6.09316 10.4146 9.06542 13.7025 3.61187 5.51794 -6.5725 0
-5.33597 -1.35359 -6.33289 1.73505 -10.3691 14.8344 0.182765 1.37578 8.5759 7.34869 -2.20989 13.3522 2.48735 5.83102 -3.58145 0
-5.41537 3.2553 -0.949464 3.70252 0.167816 -7.41317 -18.0333 0.36513 4.40282 7.42741 -5.62714 9.8143 -0.584006 15.4693 0.770477 0
-13.4499 -11.3489 9.36273 -0.220487 -1.94404 0.123538 -8.31979 0.674043 4.02451 5.97262 4.40368 11.829 4.54161 -23.073 4.75399 0
-6.99645 -7.54991 -0.137462 5.21757 -7.31158 -4.88135 -7.87656 -2.56332 4.41433 5.93069 5.1049 19.3727 6.87744 0.428373 -3.59573 0
-5.65987 -10.3877 -6.24731 3.70155 -6.80687 -10.1885 -19.0379 1.58562 4.53132 8.20343 -0.638737 11.9639 1.67736 -7.67049 0.365959 0
-6.57395 -6.33243 5.93869 -0.320996 -9.37081 -2.04732 -3.63008 -0.45771 4.00696 8.47979 23.5114 4.22509 1.48449 8.35022 0.831492 0
-9.52625 -1.45327 3.8321 1.71171 -10.1514 -4.61295 -1.39803 -3.07696 7.54856 5.42865 11.4182 8.92017 -0.301247 -0.500627 -4.74007 0
-10.0147 -3.80689 3.86644 2.78164 -12.3451 -15.6081 4.62324 -3.0503 3.16672 6.64743 18.4397 -0.0722456 1.75198 -11.1285 0.973286 0
-6.96141 -12.5742 6.13444 6.77065 -11.4338 6.9588 -13.5617 -0.706942 5.82302 8.14236 1.03701 4.58308 -0.655842 -3.10176 -5.16679 0
-4.1771 -8.37894 12.4649 3.86378 -8.40011 -3.95364 -1.46544 1.42613 8.09434 6.58345 13.7718 7.31073 2.11386 10.5093 2.60129 0
-6.55912 4.17135 1.7104 5.00988 -4.5709 -3.82597 -10.7962 -0.893455 2.79018 8.82309 11.5785 15.667 3.05594 5.56422 -4.02931 0
