-9.1111 -8.02072 -3.8224 -3.53385 14.5796 20.2683 1.92165 9.70521 5.24981 -8.03012 -3.40013 -2.11822 -12.3874 -4.43343 -1.81553 7.16526 -14.0195 -2.72571 -11.7732 -3.68866 0
-3.75813 -10.9494 -1.42364 0.289403 -1.74581 12.2739 9.15841 11.6093 4.17827 -14.7949 -8.53595 2.50388 10.6565 -8.86437 1.14409 16.4418 -7.14215 -5.76603 0.158384 19.0274 0
-15.1084 2.46904 1.40437 -2.2738 15.8058 8.26169 4.60163 8.48248 13.6714 8.67374 -7.3578 -2.09673 7.1543 -2.19782 0.867581 3.83759 -7.49337 -8.60493 6.54681 8.70371 0
-13.5791 -8.02331 -4.2918 -3.67047 4.22924 5.52941 7.82468 6.42722 -2.73687 -6.12707 -10.9957 0.0511425 -4.59866 -3.3233 -2.6612 12.2775 -3.26188 2.97578 -15.6897 -0.539197 0
-9.39609 -13.3417 -4.59228 0.261418 4.36078 -2.42906 -1.90141 8.85063 -1.67695 -18.9259 -0.391044 -3.28467 -10.8788 -6.48899 -3.97165 3.11073 7.52943 -5.40718 -18.6041 -6.45333 0
-9.01657 -4.71793 -1.63697 -1.16809 12.3386 21.7255 -0.230646 15.7175 -5.39065 -8.65142 -1.70375 -2.04307 10.8002 -14.8723 -4.38262 1.60321 -7.48876 -10.3949 -6.64827 6.35965 0
-6.65257 -2.03767 -6.87409 -4.34825 -6.95388 10.3182 12.6089 5.01593 0.0784213 -19.7451 -10.6946 0.336907 8.98224 -3.3182 -10.8931 7.8325 -5.09871 -1.34086 -14.4423 -12.0277 0
-6.01627 3.55299 -6.05148 3.19113 16.9561 -2.68468 2.91681 11.0318 12.5687 2.36585 -3.96302 -2.07775 9.65083 -5.88336 -11.9711 10.9109 -10.1986 1.23764 -18.0625 -0.404438 0
-8.43435 -5.5887 -2.54091 3.40649 13.4383 7.5808 0.33511 8.13124 -3.37233 -11.6058 4.78065 3.2741 3.17366 -7.93975 -11.7929 7.36442 -1.85988 -1.60488 13.856 14.6817 0
-3.78623 -9.96331 -2.69398 -6.64126 18.4473 11.3809 3.40858 14.6535 1.82598 13.9996 2.69481 -2.20553 4.8405 -15.4093 -5.83287 4.28305 5.71638 -4.62225 -10.2382 1.64559 0
-9.13503 1.55187 -4.42662 6.11663 14.2481 7.79266 3.89354 15.1915 -5.18959 -16.2625 0.975963 -0.481195 8.73509 -3.08676 -10.6169 7.13301 -19.8622 -12.739 -17.3214 -13.2711 0
-12.8262 -7.54584 -1.82518 -0.180458 15.8807 0.0221651 4.28487 7.75836 17.5616 -2.42292 -2.77145 2.23444 8.71213 -3.37496 5.36907 5.60926 -10.7017 5.26995 -12.2941 2.32202 0
